zipcode,classification_ontime
80210,Delayed
92557,Delayed
55731,Delayed
78739,Delayed
36832,Delayed
5454,Delayed
91950,Delayed
45420,On time
10598,Delayed
81501,Delayed
77339,Delayed
15601,Delayed
77008,Delayed
60634,Delayed
12566,On time
49866,Delayed
60504,Delayed
93728,On time
92345,Delayed
28540,Delayed
19144,Delayed
74136,Delayed
26651,On time
84093,Delayed
32934,Delayed
92374,Delayed
37645,On time
85705,Delayed
48162,Delayed
97035,Delayed
19111,Delayed
60452,Delayed
17319,On time
70543,On time
23075,On time
44483,On time
46075,On time
92114,Delayed
63011,Delayed
75440,On time
28348,Delayed
38668,On time
60466,On time
10924,Delayed
7055,Delayed
76476,On time
27040,On time
85203,Delayed
84310,On time
55430,Delayed
44310,On time
46307,Delayed
60645,Delayed
73160,Delayed
27537,On time
7647,Delayed
46219,Delayed
75662,On time
15656,On time
92139,Delayed
80924,On time
55350,Delayed
94518,Delayed
64118,Delayed
30642,On time
70392,On time
98272,Delayed
14806,On time
32405,Delayed
28602,On time
60097,On time
95954,On time
33330,Delayed
51555,On time
75692,On time
17070,On time
31302,On time
1906,Delayed
19064,Delayed
76120,On time
46140,On time
35147,On time
72211,Delayed
13204,Delayed
28904,On time
2702,On time
94301,Delayed
10455,Delayed
6477,On time
27828,On time
97351,On time
46507,On time
8050,Delayed
38506,Delayed
55076,On time
80224,On time
43532,On time
55992,On time
2466,On time
77011,On time
46077,Delayed
77591,Delayed
60033,On time
20751,Delayed
44333,Delayed
90303,On time
30542,Delayed
94080,Delayed
20905,Delayed
77067,Delayed
73521,On time
4757,On time
48301,Delayed
37397,On time
90247,Delayed
53147,On time
78759,Delayed
73159,Delayed
42420,Delayed
94582,Delayed
32204,On time
24134,On time
92108,Delayed
37033,On time
37034,On time
19938,Delayed
14589,On time
46723,On time
28226,Delayed
57785,Delayed
48034,On time
17837,On time
19027,Delayed
66762,On time
44286,Delayed
60068,Delayed
76112,On time
60135,On time
81506,Delayed
32738,Delayed
30030,Delayed
71109,On time
6480,Delayed
40205,Delayed
28097,On time
92120,Delayed
11937,Delayed
33704,Delayed
95683,On time
44446,On time
11715,Delayed
49418,On time
92227,Delayed
46202,Delayed
30004,Delayed
37774,Delayed
10607,Delayed
74429,Delayed
56057,On time
46320,Delayed
24084,On time
70452,On time
2465,Delayed
12118,Delayed
7401,Delayed
89122,Delayed
88220,Delayed
95655,Delayed
1985,On time
55425,On time
36618,Delayed
60301,Delayed
10709,On time
8007,On time
50115,On time
43607,On time
17314,On time
48617,On time
6472,On time
18252,On time
74023,On time
75166,Delayed
46112,Delayed
7512,Delayed
44707,On time
93410,Delayed
19014,Delayed
28605,Delayed
26847,On time
14514,On time
33982,Delayed
78611,Delayed
21054,Delayed
90706,Delayed
1005,Delayed
27104,Delayed
77014,On time
45371,Delayed
30286,Delayed
18834,On time
8628,Delayed
63461,On time
75010,Delayed
91745,Delayed
92620,Delayed
91723,On time
45015,On time
78748,Delayed
28722,On time
28120,Delayed
31419,Delayed
77088,On time
48198,Delayed
83843,Delayed
92780,Delayed
92113,On time
62471,On time
95354,Delayed
29340,On time
91941,Delayed
79416,Delayed
10468,Delayed
7762,On time
93410,On time
39556,On time
30606,Delayed
55920,On time
44041,On time
54136,On time
55971,On time
92284,Delayed
50036,Delayed
94507,Delayed
53404,On time
8640,On time
21093,Delayed
23111,Delayed
38583,On time
31807,On time
23237,Delayed
79336,On time
17820,On time
58104,Delayed
28390,On time
56751,On time
49082,On time
95220,On time
48837,Delayed
85225,Delayed
93923,Delayed
12508,Delayed
31639,On time
1702,Delayed
45140,Delayed
55346,Delayed
63801,Delayed
8620,On time
42748,On time
48837,Delayed
19810,Delayed
36551,On time
75087,Delayed
1129,On time
79762,Delayed
15214,On time
92346,Delayed
37814,Delayed
62249,Delayed
11420,Delayed
34637,Delayed
38127,On time
17225,Delayed
94720,Delayed
98024,Delayed
29575,Delayed
83355,On time
80228,Delayed
45850,Delayed
99203,Delayed
60659,Delayed
32068,Delayed
32113,On time
40342,Delayed
92203,Delayed
46072,Delayed
60548,On time
46406,On time
17314,On time
24333,On time
27107,Delayed
19320,Delayed
27948,On time
95969,On time
78264,On time
75956,On time
56003,Delayed
1747,On time
7068,On time
10547,Delayed
58103,Delayed
77060,On time
49112,Delayed
32348,On time
95823,Delayed
11419,Delayed
34655,Delayed
14586,Delayed
33192,Delayed
13205,Delayed
97739,On time
2368,Delayed
14225,On time
98331,Delayed
32179,On time
11235,Delayed
73128,On time
83835,Delayed
33430,On time
31763,Delayed
85012,Delayed
80239,On time
92344,Delayed
19075,On time
63080,On time
98101,Delayed
13165,On time
33875,Delayed
48895,On time
19140,Delayed
1583,On time
36695,Delayed
83336,On time
72543,Delayed
50322,Delayed
50441,Delayed
77802,Delayed
50171,On time
4062,Delayed
28021,On time
15068,Delayed
63801,On time
16652,On time
99201,Delayed
33317,Delayed
10710,Delayed
46012,Delayed
37321,On time
43713,Delayed
33935,Delayed
75253,On time
79927,Delayed
97471,Delayed
91910,Delayed
37129,Delayed
55437,Delayed
95212,On time
85044,Delayed
33711,On time
32819,Delayed
92505,Delayed
86409,On time
81652,On time
84070,Delayed
70615,On time
78861,On time
60523,On time
17922,On time
93514,Delayed
97138,On time
6751,On time
48374,Delayed
2347,Delayed
80920,Delayed
33435,Delayed
89509,Delayed
23103,On time
37075,Delayed
75840,On time
68142,On time
39520,On time
21131,On time
43920,On time
43056,On time
72315,On time
17538,On time
60706,On time
14706,On time
45241,Delayed
1020,Delayed
56470,Delayed
19355,Delayed
33407,Delayed
53209,Delayed
37803,Delayed
4005,Delayed
85206,Delayed
93108,On time
14590,On time
14903,On time
48626,On time
30531,On time
20710,On time
49418,Delayed
27886,On time
98370,Delayed
6320,Delayed
6896,Delayed
27023,On time
14445,On time
94018,On time
75142,On time
65775,On time
29212,Delayed
90805,Delayed
98579,On time
38355,On time
45807,On time
68118,On time
70757,On time
32118,Delayed
58047,On time
8093,On time
97133,On time
63103,Delayed
63125,On time
22724,On time
38571,On time
48604,On time
98944,Delayed
48444,On time
33903,Delayed
80602,Delayed
86305,On time
46617,On time
48082,Delayed
11782,Delayed
32503,Delayed
7095,Delayed
33545,Delayed
50211,Delayed
78239,Delayed
75104,Delayed
29365,On time
92374,Delayed
12019,On time
17814,On time
75757,On time
12477,Delayed
80919,Delayed
36526,Delayed
99403,Delayed
44146,Delayed
53005,Delayed
91321,Delayed
46148,On time
73072,Delayed
18064,Delayed
73134,On time
39073,Delayed
80603,On time
76120,On time
32163,Delayed
7407,Delayed
60560,Delayed
8030,Delayed
27312,Delayed
21028,On time
90717,Delayed
7054,Delayed
32763,On time
29322,On time
7502,Delayed
59752,On time
34690,On time
45449,On time
76301,On time
27856,On time
2724,On time
98371,Delayed
93427,On time
20841,On time
28645,Delayed
44119,On time
40242,On time
53916,On time
11714,Delayed
98359,On time
99203,On time
79201,On time
44512,Delayed
95825,Delayed
77379,Delayed
27834,Delayed
78380,On time
23103,On time
56093,On time
91739,Delayed
33898,On time
2458,On time
56573,Delayed
19081,Delayed
30127,Delayed
48140,On time
79761,On time
85015,Delayed
49068,Delayed
63301,Delayed
50317,Delayed
37214,Delayed
21207,Delayed
21085,Delayed
13603,Delayed
16150,On time
68526,On time
36207,On time
23666,Delayed
78230,Delayed
19035,On time
14469,On time
15021,On time
20746,Delayed
36551,On time
18424,Delayed
7605,On time
98032,Delayed
49330,On time
63125,Delayed
49651,On time
2863,On time
92345,Delayed
84721,Delayed
91320,Delayed
76301,On time
67037,Delayed
29073,Delayed
54981,On time
12946,Delayed
27302,Delayed
68372,Delayed
4106,Delayed
35094,On time
49935,Delayed
53565,On time
97201,Delayed
75135,On time
44044,On time
30533,Delayed
44273,On time
25560,On time
37419,Delayed
97392,On time
62025,Delayed
64145,Delayed
86326,On time
17547,On time
46530,On time
49001,Delayed
39466,Delayed
55347,Delayed
43906,Delayed
85364,On time
97741,On time
95076,Delayed
73701,On time
33907,Delayed
52544,On time
53533,On time
60087,Delayed
71202,On time
36870,Delayed
92627,Delayed
18011,On time
8009,On time
60453,Delayed
77064,Delayed
55423,Delayed
1776,Delayed
36081,On time
7670,Delayed
37211,Delayed
17110,Delayed
28713,Delayed
49690,Delayed
93618,On time
2874,Delayed
77067,On time
5443,On time
11507,On time
84042,On time
36108,On time
75166,Delayed
75862,On time
72113,Delayed
20176,Delayed
15851,On time
34428,Delayed
31220,Delayed
55024,Delayed
97702,Delayed
73701,On time
12186,On time
48152,Delayed
99006,Delayed
51105,On time
20653,Delayed
76643,On time
26431,On time
19547,On time
84108,Delayed
95747,Delayed
36350,On time
48457,On time
65608,On time
31419,Delayed
40342,On time
17724,Delayed
42501,Delayed
54911,Delayed
39051,On time
23120,Delayed
48072,Delayed
70037,Delayed
81526,Delayed
2813,On time
2633,On time
97330,Delayed
90028,Delayed
63126,Delayed
38117,Delayed
4043,Delayed
81303,On time
19547,On time
3811,Delayed
15042,On time
78642,Delayed
33990,Delayed
60202,Delayed
31029,On time
28384,On time
28001,Delayed
54547,On time
22305,Delayed
50622,Delayed
30080,Delayed
7506,Delayed
27583,On time
33860,On time
18076,On time
77445,On time
41501,Delayed
61201,Delayed
19526,Delayed
60649,Delayed
32779,Delayed
86321,On time
11548,On time
12701,Delayed
68133,Delayed
93944,On time
22959,Delayed
42376,On time
46184,On time
25414,On time
8084,On time
92173,Delayed
65203,Delayed
90077,On time
30011,Delayed
33812,On time
64083,Delayed
17020,On time
62568,On time
28107,On time
84737,Delayed
72211,On time
80219,Delayed
30349,Delayed
30025,On time
10901,Delayed
15931,On time
95121,Delayed
37737,On time
98604,Delayed
85086,Delayed
33444,Delayed
20852,Delayed
32541,Delayed
20151,On time
4105,Delayed
10475,Delayed
23168,On time
97232,Delayed
79924,Delayed
79015,On time
12498,On time
2461,On time
10960,Delayed
86322,On time
91731,On time
54113,On time
63005,Delayed
98247,On time
55921,On time
74120,On time
94556,Delayed
44444,On time
73170,Delayed
11720,On time
91752,Delayed
22485,Delayed
90291,Delayed
30153,Delayed
19960,On time
42066,On time
91103,Delayed
55013,On time
8061,On time
90804,Delayed
72834,On time
59833,On time
24201,On time
17820,On time
89131,Delayed
49544,On time
19806,Delayed
19405,On time
66207,Delayed
91356,Delayed
39503,Delayed
17522,Delayed
8059,On time
32301,Delayed
68505,On time
30755,On time
55411,On time
56164,On time
2054,On time
8533,On time
94040,Delayed
49031,On time
52228,On time
53560,On time
84770,Delayed
2115,Delayed
21214,Delayed
37398,Delayed
1035,On time
53206,On time
29325,On time
32701,On time
18058,On time
78252,On time
78070,Delayed
62062,Delayed
60152,On time
10604,Delayed
43515,On time
18447,On time
48340,On time
22572,On time
48144,Delayed
2864,Delayed
49442,Delayed
76001,Delayed
94065,Delayed
2575,On time
7087,Delayed
2134,Delayed
21225,Delayed
61088,On time
26041,Delayed
48374,Delayed
84315,On time
14428,On time
48048,On time
13778,On time
82401,Delayed
48093,Delayed
75201,Delayed
32119,Delayed
60096,On time
13166,On time
33461,Delayed
27409,Delayed
3431,Delayed
53142,Delayed
34429,Delayed
65355,On time
48103,Delayed
97403,On time
95223,On time
34953,Delayed
40342,Delayed
60629,Delayed
78264,On time
55043,On time
93551,Delayed
1832,Delayed
19013,Delayed
33314,Delayed
68123,Delayed
7036,Delayed
92508,Delayed
39350,Delayed
22207,Delayed
7869,Delayed
70394,On time
81657,Delayed
98403,On time
72601,On time
91367,Delayed
50322,Delayed
90033,Delayed
48095,On time
80219,Delayed
60914,Delayed
80917,Delayed
71343,On time
68108,On time
95066,Delayed
49038,On time
92056,Delayed
94043,Delayed
45231,Delayed
28716,Delayed
95004,On time
1040,Delayed
35750,On time
17110,Delayed
2857,On time
49048,Delayed
98029,Delayed
11365,Delayed
11557,Delayed
77502,Delayed
60615,Delayed
47122,On time
44146,Delayed
7080,On time
48220,Delayed
46011,On time
3216,On time
89139,Delayed
33616,Delayed
60012,On time
77590,On time
18929,On time
48848,Delayed
73601,Delayed
70820,Delayed
27045,On time
19946,Delayed
94518,Delayed
28714,On time
48234,On time
94901,Delayed
60423,Delayed
74107,On time
26847,On time
29205,Delayed
78003,On time
63366,Delayed
79072,Delayed
33160,Delayed
48133,On time
13215,Delayed
2333,Delayed
29153,On time
32250,Delayed
53089,Delayed
1610,Delayed
62930,Delayed
97231,On time
15946,On time
93013,Delayed
39272,On time
94707,Delayed
62353,On time
91768,Delayed
19103,Delayed
78702,Delayed
33853,On time
44833,On time
71303,Delayed
28086,Delayed
15085,On time
65622,On time
17520,On time
1028,Delayed
2835,Delayed
30076,Delayed
21234,Delayed
17202,Delayed
3036,Delayed
33141,Delayed
85044,Delayed
91381,Delayed
37716,Delayed
90077,Delayed
89156,On time
77515,Delayed
93543,On time
56438,On time
94621,Delayed
29225,On time
12033,Delayed
89403,On time
31779,Delayed
53188,Delayed
91745,Delayed
33511,Delayed
34481,Delayed
8070,On time
18104,Delayed
54630,On time
3835,On time
4543,Delayed
67335,On time
3042,On time
83014,On time
29127,On time
48185,Delayed
20852,Delayed
80501,Delayed
29669,On time
42330,On time
8056,On time
30101,Delayed
55105,Delayed
74346,On time
27571,On time
11040,On time
2903,Delayed
46304,On time
15057,Delayed
4040,On time
30633,Delayed
60435,On time
33037,Delayed
48446,Delayed
11934,Delayed
78238,On time
98074,Delayed
48307,Delayed
80917,Delayed
92672,Delayed
48350,Delayed
8054,Delayed
18062,Delayed
98112,Delayed
2021,Delayed
98311,Delayed
10502,On time
54603,Delayed
27043,On time
77471,Delayed
45240,Delayed
94565,Delayed
55009,On time
98340,On time
34291,Delayed
5251,Delayed
21639,On time
76119,On time
66223,Delayed
12065,Delayed
66207,Delayed
47591,Delayed
21218,Delayed
37203,Delayed
91801,Delayed
28311,Delayed
6002,Delayed
89108,Delayed
78566,Delayed
63116,On time
54937,Delayed
44047,Delayed
69301,On time
60534,On time
3261,On time
7203,Delayed
33472,Delayed
76905,On time
74873,Delayed
77611,On time
87123,On time
24501,On time
28594,On time
18834,Delayed
6457,Delayed
76114,On time
47150,Delayed
7205,Delayed
2919,Delayed
2482,Delayed
45230,Delayed
55327,On time
2738,On time
39845,On time
94520,Delayed
24590,On time
45241,Delayed
17543,Delayed
73045,On time
33615,Delayed
61943,On time
73018,Delayed
76706,Delayed
32137,Delayed
29153,On time
98155,Delayed
47639,On time
85296,Delayed
1220,Delayed
84754,On time
48125,Delayed
33170,On time
12581,On time
33765,Delayed
31315,Delayed
2176,Delayed
7662,Delayed
46394,On time
89048,Delayed
12186,Delayed
26431,On time
43022,On time
48104,Delayed
74021,Delayed
7205,Delayed
25414,Delayed
10459,Delayed
81005,On time
32210,Delayed
14136,On time
48315,Delayed
3827,Delayed
90015,Delayed
80640,Delayed
45383,On time
83401,Delayed
66212,Delayed
41031,Delayed
55358,On time
80902,On time
8302,Delayed
33901,Delayed
2453,Delayed
8628,On time
60606,Delayed
2210,Delayed
25276,On time
98333,On time
94611,Delayed
44095,Delayed
76132,Delayed
47331,Delayed
94121,Delayed
13126,On time
48207,Delayed
22039,Delayed
19464,Delayed
21921,Delayed
88012,On time
40447,On time
30904,Delayed
83338,On time
97013,Delayed
34104,Delayed
33331,Delayed
15478,Delayed
18255,Delayed
94605,Delayed
21613,Delayed
50703,On time
6870,Delayed
75418,On time
58554,Delayed
1085,Delayed
48471,On time
75247,Delayed
2668,On time
4841,On time
63033,Delayed
5468,Delayed
25438,On time
55309,Delayed
66209,Delayed
52246,Delayed
95442,On time
29210,On time
78046,On time
30122,Delayed
1550,On time
87111,Delayed
83202,On time
35906,On time
89703,On time
28273,Delayed
84720,Delayed
63136,On time
67133,On time
81501,Delayed
28305,On time
44314,On time
85540,On time
2472,Delayed
33406,Delayed
35670,Delayed
27529,Delayed
98392,On time
78052,On time
56353,On time
53226,Delayed
91401,Delayed
32043,On time
71292,On time
39553,On time
2536,Delayed
95815,Delayed
73103,On time
71602,Delayed
73142,Delayed
80227,Delayed
77625,On time
13210,Delayed
51331,On time
53130,On time
52726,On time
28120,Delayed
28730,On time
76140,On time
30088,On time
74073,On time
2452,Delayed
98383,Delayed
65483,On time
38834,On time
34242,On time
18707,Delayed
44481,On time
22206,Delayed
95648,Delayed
38116,Delayed
26170,On time
26104,On time
76302,On time
98501,Delayed
23693,Delayed
92660,Delayed
68178,On time
30064,Delayed
98405,On time
86324,On time
94597,Delayed
65706,Delayed
55372,Delayed
34219,Delayed
92392,Delayed
64116,Delayed
97424,On time
77066,On time
90755,Delayed
95033,On time
75006,Delayed
73118,On time
90603,On time
60084,Delayed
6706,On time
32086,On time
70734,On time
77014,On time
1469,Delayed
67301,Delayed
80104,Delayed
17350,On time
99207,Delayed
76063,Delayed
38201,On time
22026,Delayed
30047,Delayed
2878,Delayed
30273,On time
60660,Delayed
48626,On time
76087,Delayed
92102,Delayed
20176,Delayed
53147,Delayed
73129,Delayed
75071,Delayed
44305,On time
92708,Delayed
14612,Delayed
29307,Delayed
90807,Delayed
92211,Delayed
95685,On time
80013,Delayed
81503,Delayed
37303,Delayed
80102,Delayed
11772,Delayed
87557,On time
60565,Delayed
21655,On time
2330,On time
55129,Delayed
13164,On time
85034,Delayed
90044,Delayed
33174,Delayed
2905,On time
15203,Delayed
8260,On time
53140,Delayed
60093,Delayed
35045,On time
38654,Delayed
2359,Delayed
60154,Delayed
47933,On time
16417,On time
91001,Delayed
85233,Delayed
57719,Delayed
7065,Delayed
21144,Delayed
76116,Delayed
25405,Delayed
28779,On time
28422,On time
84647,Delayed
20650,Delayed
32533,Delayed
76522,Delayed
32835,Delayed
47203,Delayed
52317,Delayed
20732,On time
39452,Delayed
13207,On time
8873,Delayed
1026,On time
48763,On time
62629,Delayed
1949,On time
77351,Delayed
90035,Delayed
37022,On time
21703,Delayed
85015,Delayed
77532,Delayed
68142,On time
20171,Delayed
53142,Delayed
41015,Delayed
1516,On time
30043,Delayed
27944,On time
32818,Delayed
65401,Delayed
43112,On time
93614,Delayed
75048,Delayed
33950,Delayed
8533,On time
24504,Delayed
94020,On time
93065,Delayed
46761,Delayed
39482,On time
81005,On time
44053,On time
21157,Delayed
30134,Delayed
47150,Delayed
76049,Delayed
32124,On time
4064,Delayed
36207,On time
37062,Delayed
12586,On time
59601,Delayed
19966,Delayed
94502,Delayed
60521,On time
2878,Delayed
44875,Delayed
62801,Delayed
54501,Delayed
34986,Delayed
45373,On time
27358,On time
94903,Delayed
97123,Delayed
43160,Delayed
44224,Delayed
19027,Delayed
56156,On time
48750,On time
48340,On time
33770,Delayed
48441,On time
94805,On time
11714,Delayed
76311,On time
70443,On time
48180,Delayed
28307,On time
6524,On time
53097,Delayed
89705,On time
92373,Delayed
2563,Delayed
2421,Delayed
52241,Delayed
84720,Delayed
66007,Delayed
39817,On time
56310,On time
33612,On time
19320,On time
8540,Delayed
90201,Delayed
17065,On time
71019,On time
60461,On time
55020,On time
17754,Delayed
8559,On time
21401,Delayed
53080,On time
2916,On time
33027,Delayed
80021,Delayed
2474,Delayed
19125,Delayed
94928,Delayed
17842,On time
45040,Delayed
75220,On time
19087,Delayed
43140,Delayed
73003,Delayed
98022,Delayed
44017,Delayed
59911,On time
97306,Delayed
39170,Delayed
18452,On time
48210,On time
75161,On time
7632,On time
12525,On time
93927,On time
6850,Delayed
60134,Delayed
37830,Delayed
70094,On time
52802,On time
3867,On time
8225,On time
3303,Delayed
12303,Delayed
94566,Delayed
6710,On time
22314,Delayed
74014,Delayed
11719,On time
10605,Delayed
23508,Delayed
75254,On time
53705,Delayed
70584,On time
29920,Delayed
33154,Delayed
23059,Delayed
51534,Delayed
95340,Delayed
49841,On time
30607,On time
75236,On time
10466,Delayed
10035,Delayed
4619,On time
72761,Delayed
70591,On time
3044,On time
21901,Delayed
46038,Delayed
33185,Delayed
81144,On time
49504,Delayed
63775,Delayed
50659,Delayed
14020,On time
79045,Delayed
78957,On time
47901,On time
66048,Delayed
11367,Delayed
12205,Delayed
98499,Delayed
3809,On time
1864,Delayed
50536,On time
84094,Delayed
77531,Delayed
28206,On time
75002,Delayed
4108,On time
53590,On time
13215,On time
41175,On time
2191,On time
94044,Delayed
8869,On time
71107,Delayed
12157,On time
30326,Delayed
4347,On time
77611,Delayed
46526,Delayed
83864,Delayed
7716,On time
7456,On time
95033,On time
68508,Delayed
92586,On time
19312,Delayed
43229,Delayed
18071,On time
10007,Delayed
8882,On time
84128,Delayed
46544,Delayed
75604,Delayed
44721,On time
8069,Delayed
21014,Delayed
6851,Delayed
83274,On time
72086,On time
54180,On time
32117,Delayed
84332,Delayed
13452,On time
55398,On time
6896,Delayed
95485,On time
87507,Delayed
91739,Delayed
55792,On time
34142,On time
97005,Delayed
55425,Delayed
22207,Delayed
43224,Delayed
2301,Delayed
77372,On time
85032,Delayed
20008,Delayed
79562,On time
89103,On time
55322,On time
52806,On time
28723,On time
11418,Delayed
21740,Delayed
48093,Delayed
30019,Delayed
92404,Delayed
90241,Delayed
23803,Delayed
12068,On time
44110,On time
31811,On time
43147,Delayed
39520,Delayed
98433,Delayed
80207,Delayed
39702,On time
8527,Delayed
87059,On time
85739,Delayed
18222,Delayed
94086,Delayed
74120,On time
37130,Delayed
47032,On time
6513,Delayed
43076,On time
29388,On time
70520,Delayed
40059,Delayed
94062,Delayed
79714,On time
97212,Delayed
80031,Delayed
44505,Delayed
63135,On time
30165,Delayed
11507,Delayed
77072,Delayed
54843,Delayed
21212,Delayed
60642,Delayed
6438,On time
10012,Delayed
58104,Delayed
53129,On time
44143,On time
41143,On time
1945,Delayed
1073,On time
78726,On time
55115,Delayed
37302,Delayed
6107,Delayed
49651,On time
2382,Delayed
98856,On time
94043,Delayed
66227,On time
89169,Delayed
11213,Delayed
2743,Delayed
23192,On time
67301,Delayed
25071,On time
77957,On time
58504,Delayed
32811,Delayed
54457,On time
44012,Delayed
36350,On time
78219,On time
1606,On time
46818,On time
19806,Delayed
43103,On time
68114,Delayed
29687,Delayed
80202,Delayed
66086,Delayed
60202,Delayed
7410,Delayed
80701,On time
95446,On time
76450,Delayed
73099,Delayed
59828,On time
83263,Delayed
14203,Delayed
94920,Delayed
14072,Delayed
33875,On time
91423,Delayed
53209,Delayed
73529,On time
59601,Delayed
73064,On time
94538,Delayed
29907,On time
72719,On time
80906,Delayed
98580,Delayed
78224,On time
98155,Delayed
31721,On time
38355,On time
33166,Delayed
44047,On time
33982,Delayed
43558,On time
18077,On time
29369,Delayed
30263,Delayed
7029,Delayed
29303,Delayed
10606,On time
19152,Delayed
33810,Delayed
22932,On time
97048,On time
28713,On time
3054,Delayed
37048,On time
40059,Delayed
38242,On time
20603,Delayed
46825,Delayed
52314,On time
52002,Delayed
34758,Delayed
92335,Delayed
78010,On time
34242,On time
6403,On time
98148,Delayed
66209,Delayed
33584,Delayed
48309,Delayed
8823,On time
7901,Delayed
32064,On time
2653,On time
29061,On time
66027,On time
4101,Delayed
28021,On time
19904,Delayed
63114,Delayed
70006,Delayed
33615,Delayed
45439,On time
42539,On time
49236,On time
20176,Delayed
54986,On time
75034,Delayed
90039,Delayed
7033,Delayed
60099,Delayed
98844,On time
20037,Delayed
6413,On time
23838,Delayed
25309,Delayed
6256,On time
98248,Delayed
69162,On time
76877,On time
48098,Delayed
48824,On time
77801,On time
76131,Delayed
45640,On time
67735,On time
97132,Delayed
99301,Delayed
64086,Delayed
1566,On time
33054,Delayed
29418,Delayed
95762,Delayed
53916,On time
79108,Delayed
33327,Delayed
55013,On time
56172,Delayed
27542,On time
19567,On time
77072,Delayed
19094,On time
36206,On time
60453,Delayed
1001,Delayed
46619,On time
40108,On time
53203,On time
5156,On time
35242,Delayed
8850,On time
73116,On time
95988,On time
33573,Delayed
49412,Delayed
32703,Delayed
35023,Delayed
13045,Delayed
99021,On time
19804,Delayed
46711,On time
6830,Delayed
18810,On time
1564,Delayed
95363,Delayed
27910,On time
51041,Delayed
26003,Delayed
98664,On time
18447,On time
46410,Delayed
47601,On time
6279,On time
72202,On time
8753,Delayed
18069,On time
18249,On time
19021,On time
26582,On time
97212,Delayed
18951,Delayed
73160,Delayed
53562,Delayed
49085,Delayed
37909,Delayed
65065,On time
78101,On time
77042,Delayed
39553,Delayed
97068,Delayed
48108,Delayed
34488,On time
29385,On time
68305,On time
19533,Delayed
61401,On time
75703,Delayed
76044,On time
98597,Delayed
30815,Delayed
33770,Delayed
32667,Delayed
28470,On time
30230,On time
54767,Delayed
32009,Delayed
98315,On time
98671,Delayed
2420,On time
48350,Delayed
77808,Delayed
78259,Delayed
80116,On time
29045,Delayed
45229,Delayed
54406,Delayed
77802,Delayed
80467,On time
5733,On time
25504,Delayed
14215,Delayed
2911,On time
47122,On time
37166,On time
49601,Delayed
19520,Delayed
85643,On time
37207,Delayed
75452,On time
37377,Delayed
86315,On time
75789,Delayed
37922,Delayed
5458,On time
74132,On time
56296,On time
30068,Delayed
45056,Delayed
30184,On time
67211,On time
6615,Delayed
48035,Delayed
22206,Delayed
64062,On time
33154,Delayed
89119,Delayed
75010,Delayed
74114,On time
89115,Delayed
85747,Delayed
89012,Delayed
5403,Delayed
89120,Delayed
98106,Delayed
13026,On time
78628,Delayed
66025,Delayed
64836,Delayed
87020,On time
1118,Delayed
70714,On time
92139,Delayed
14513,On time
19403,Delayed
94577,Delayed
29627,On time
20015,Delayed
63052,On time
28712,Delayed
75098,Delayed
7078,Delayed
78962,Delayed
97814,On time
32615,Delayed
55112,Delayed
62704,Delayed
13676,Delayed
97051,Delayed
45502,Delayed
11783,Delayed
31553,On time
95341,Delayed
12801,On time
91355,Delayed
44113,Delayed
87301,On time
80126,Delayed
21223,On time
53185,On time
30642,On time
24441,On time
79401,Delayed
95131,Delayed
33947,On time
77057,Delayed
98310,On time
32344,On time
33068,Delayed
33106,Delayed
97381,Delayed
28608,On time
1543,On time
20662,On time
33547,Delayed
33953,On time
99201,On time
79106,Delayed
98368,Delayed
55975,On time
43203,Delayed
27513,Delayed
15931,On time
43614,On time
32309,Delayed
67010,On time
75765,Delayed
98550,On time
85029,Delayed
32814,On time
21037,Delayed
82930,On time
33701,Delayed
62703,Delayed
96080,Delayed
6085,On time
4096,On time
99350,Delayed
25301,On time
57005,Delayed
8251,On time
12084,Delayed
99212,On time
76182,Delayed
92009,Delayed
27370,On time
2494,Delayed
85323,On time
7070,Delayed
84602,On time
28043,Delayed
93561,On time
8021,Delayed
28786,Delayed
45506,On time
33823,Delayed
77031,Delayed
22406,Delayed
30312,Delayed
78076,On time
98841,On time
7624,On time
42122,On time
79714,Delayed
12204,Delayed
59722,On time
62034,Delayed
23921,On time
78382,Delayed
45231,Delayed
29067,On time
53218,Delayed
29909,On time
33165,Delayed
44052,On time
80631,Delayed
15120,Delayed
92647,Delayed
93927,On time
60642,Delayed
49083,Delayed
76132,On time
48504,On time
70546,Delayed
36561,On time
44112,Delayed
91701,Delayed
3242,On time
34293,On time
28376,Delayed
17320,Delayed
63390,On time
3303,Delayed
79416,Delayed
45669,Delayed
76114,On time
38116,Delayed
3908,Delayed
28226,Delayed
15367,On time
44143,Delayed
8610,Delayed
37216,Delayed
15243,On time
27262,Delayed
29412,Delayed
68144,Delayed
24018,Delayed
73034,Delayed
4102,Delayed
35613,Delayed
78245,Delayed
48504,On time
73717,On time
61370,On time
95050,Delayed
85045,On time
12047,Delayed
44035,Delayed
61008,Delayed
74857,On time
66536,On time
2135,Delayed
7005,Delayed
67002,Delayed
87123,Delayed
60714,Delayed
94129,Delayed
20832,On time
28612,On time
20165,Delayed
1543,Delayed
8015,Delayed
37659,Delayed
14607,Delayed
30501,Delayed
89705,On time
89115,Delayed
3431,On time
20143,On time
65721,Delayed
2171,Delayed
77022,On time
7732,On time
32578,Delayed
79406,On time
33706,Delayed
53181,On time
17347,On time
90623,Delayed
1010,On time
50801,Delayed
32097,On time
